u,g,r,i,z,class
22.87217,21.86705,20.03976,19.0955,18.61721,GALAXY
25.84477,21.07387,19.23465,18.58705,18.20533,GALAXY
22.8997,21.81871,20.15247,19.2962,18.62162,GALAXY
21.42304,20.8859,20.78187,20.55467,20.22356,QSO
20.59556,18.73229,17.757,17.32835,17.00254,GALAXY
23.7572,22.42751,20.7885,19.744,19.43675,GALAXY
26.34628,22.04472,20.00441,18.95572,18.59986,GALAXY
22.44959,21.40121,19.85927,18.91762,18.43278,GALAXY
22.20946,22.95748,21.38772,19.89307,19.34319,GALAXY
21.38885,19.18343,17.84042,17.31593,16.93803,GALAXY
19.6005,19.48651,19.27687,19.21081,19.28582,QSO
23.66249,22.15463,20.81542,19.66031,19.3569,GALAXY
19.63179,17.70158,16.76241,16.36499,16.03979,GALAXY
21.80723,19.26927,17.82872,17.22997,17.50125,GALAXY
23.38096,22.11815,20.22614,19.2977,18.9046,GALAXY
24.0194,22.74293,20.91895,19.54308,19.10308,GALAXY
18.07468,17.12596,16.73973,16.52511,16.37298,GALAXY
19.119,17.73958,17.17776,16.84433,16.59511,GALAXY
20.55799,18.66093,17.46946,16.99565,16.61176,GALAXY
24.43768,22.70698,20.76395,19.71907,19.35277,GALAXY
18.73522,17.60115,17.10368,16.76723,16.61673,GALAXY
19.05361,18.78691,18.37636,18.3117,18.26989,QSO
22.68899,20.25683,18.62883,18.01777,17.66886,GALAXY
20.39578,18.88088,17.81031,17.28936,16.95315,GALAXY
18.95252,17.66166,16.98177,16.66817,16.45777,GALAXY
24.91707,21.20924,19.37101,18.66579,18.32734,GALAXY
26.84288,21.63053,20.06788,18.94686,18.50156,GALAXY
18.23628,16.33168,15.39834,14.93439,14.55008,GALAXY
21.77574,20.00207,18.47395,17.90101,17.54514,GALAXY
23.8894,21.79342,20.07236,19.13585,18.68621,GALAXY
21.70541,19.94038,18.37671,17.74814,17.44914,GALAXY
23.41951,21.48979,19.64247,18.75203,18.26254,GALAXY
24.07972,22.07287,20.61995,19.74882,19.28022,GALAXY
19.23833,17.99342,17.35731,17.01996,16.72586,GALAXY
19.86299,18.19736,17.29875,16.76254,16.3666,GALAXY
22.8074,21.05584,19.30688,18.63151,18.16921,GALAXY
23.68614,21.81999,20.14487,19.08105,18.52811,GALAXY
19.80864,18.28931,17.431,16.98194,16.69135,GALAXY
24.25212,21.04631,20.45058,20.35138,20.01861,QSO
24.78472,21.85007,20.68295,19.95835,19.41936,GALAXY
18.47735,18.08603,17.71636,17.33773,17.37365,QSO
20.12066,18.02471,16.92516,16.45832,16.05793,GALAXY
20.5038,18.42258,17.30336,16.83384,16.41675,GALAXY
21.28649,18.9998,17.57729,17.01896,16.62916,GALAXY
22.17044,21.73934,20.82957,19.89274,19.33545,GALAXY
22.98294,22.58381,20.73572,19.73625,19.23026,GALAXY
22.64481,21.42311,21.33983,21.35638,20.98818,QSO
26.35544,23.53189,21.13521,19.77023,19.38969,GALAXY
19.8649,18.5749,17.92958,17.55813,17.41718,GALAXY
22.1518,21.24934,21.29988,21.18627,20.76646,QSO
22.80296,20.92313,19.1548,18.47791,17.98392,GALAXY
25.3172,21.91953,20.6247,19.64753,19.36825,GALAXY
19.49312,19.61293,19.19238,19.10344,19.183,QSO
22.33045,21.23302,19.94087,19.127,18.78195,GALAXY
22.81032,20.43756,18.96433,18.25406,17.81076,GALAXY
22.11391,21.47318,21.12048,21.23839,20.90392,QSO
19.94056,18.50436,17.51138,17.04407,16.71382,GALAXY
22.49229,21.50911,20.15818,19.35406,18.99145,GALAXY
22.86655,21.3007,19.46886,18.80862,18.39183,GALAXY
21.96698,19.48813,18.08821,17.5268,17.17849,GALAXY
18.76964,17.6867,17.23682,16.9132,16.80392,GALAXY
24.59828,21.44644,21.03319,20.92796,20.76392,QSO
24.68222,24.03105,21.38738,20.08913,19.48209,GALAXY
19.9784,18.3658,17.80644,17.49396,17.29416,GALAXY
23.32877,22.33142,20.24994,19.25681,18.66891,GALAXY
20.7848,21.45173,20.0258,20.10686,19.86359,QSO
20.13153,18.45415,17.54192,17.08754,16.73353,GALAXY
25.05715,22.24576,21.20368,20.32201,20.02073,GALAXY
19.84562,18.57903,18.12234,17.80492,17.65442,GALAXY
23.10391,20.94719,19.52442,18.93893,18.65475,QSO
19.45216,17.68936,17.01122,16.63685,16.35245,GALAXY
19.50479,19.30388,19.10645,19.12048,18.99961,QSO
24.84303,23.05955,20.79431,19.73125,19.40163,GALAXY
19.74428,17.7452,16.74896,16.30989,15.96276,GALAXY
25.19789,22.82469,20.6606,19.61402,19.15117,GALAXY
19.72141,19.56988,19.53099,19.29199,19.39546,QSO
23.13568,20.93235,19.16805,18.50274,18.1442,GALAXY
21.25185,20.32557,20.17622,20.12066,19.86463,QSO
20.34056,18.01239,16.76808,16.24243,15.88658,GALAXY
26.40126,20.78985,19.23273,18.36877,17.88291,GALAXY
19.49026,18.85165,18.84044,18.84158,18.57005,QSO
21.65088,19.73953,18.09154,17.512,17.09964,GALAXY
25.63128,21.76109,20.06024,19.08327,18.66765,GALAXY
17.70804,16.53192,16.16287,15.93451,15.79624,GALAXY
20.41083,20.04089,19.4542,18.96092,18.7286,QSO
23.12258,22.48696,20.80555,19.70176,19.24442,GALAXY
23.09505,19.48012,17.94421,17.37901,17.03858,GALAXY
20.23348,18.12737,16.87694,16.3647,15.96457,GALAXY
26.99267,21.60628,20.05282,19.00454,18.41739,GALAXY
21.49228,19.19893,17.80913,17.29175,16.93717,GALAXY
23.43202,22.30138,20.23351,19.19804,18.80676,GALAXY
20.23111,18.29642,17.32443,16.91554,16.54962,GALAXY
25.46914,22.05931,20.4158,19.51667,19.01424,GALAXY
19.74223,17.87457,16.78884,16.32921,15.95788,GALAXY
20.17057,18.56577,17.80984,17.43534,17.23067,GALAXY
24.39654,22.70595,21.49121,20.10093,19.62009,GALAXY
23.86825,22.9196,20.52733,19.57436,19.24431,GALAXY
24.03194,21.57641,19.64806,18.89154,18.30569,GALAXY
24.13502,21.93342,20.24189,19.28341,18.80834,GALAXY
23.6789,20.26685,18.98556,18.83555,18.7598,QSO
22.21256,21.33212,19.78887,18.96404,18.47578,GALAXY
19.47352,18.2464,17.76233,17.43876,17.3226,GALAXY
25.10838,22.4219,20.71704,19.87321,19.23777,GALAXY
25.37737,22.86501,21.03197,19.99304,19.33013,GALAXY
22.60491,21.79384,20.26165,19.40179,18.86158,GALAXY
20.46155,18.78189,17.60622,17.13687,16.7905,GALAXY
25.51273,22.04394,19.82566,18.98883,18.31125,GALAXY
22.68799,21.80008,20.98956,20.62314,20.58401,QSO
22.33325,21.94053,20.23622,19.24808,18.91884,GALAXY
24.4684,22.56832,20.66076,19.58407,19.09718,GALAXY
19.50189,18.09202,17.2712,16.86012,16.60773,GALAXY
20.85489,18.98782,17.851,17.34845,16.98999,GALAXY
24.17374,22.13919,21.00438,20.01348,19.79434,GALAXY
19.85396,18.47178,17.77143,17.2896,17.04956,GALAXY
24.39075,24.31026,22.35658,24.36163,20.41023,QSO
25.45445,22.02507,19.91747,19.12127,18.63491,GALAXY
24.06367,22.75939,21.0543,19.92861,19.32659,GALAXY
22.83058,22.49068,21.20708,20.10423,19.53299,GALAXY
20.29021,18.82776,17.93382,17.38812,17.01609,GALAXY
23.18951,23.27825,21.12504,19.8187,19.23138,GALAXY
19.60661,19.50359,19.20808,18.88299,18.9764,GALAXY
23.14143,23.69653,21.89057,20.51674,20.03942,GALAXY
25.25037,22.40641,21.2212,20.12068,19.76694,GALAXY
24.17167,22.13776,20.35562,19.44783,19.0984,GALAXY
25.16787,20.52664,18.897,18.22074,17.73786,GALAXY
25.73337,22.92663,20.94458,19.83321,19.38002,GALAXY
25.17977,21.96996,20.38656,19.31855,19.08319,GALAXY
21.84201,19.91462,18.32285,17.75141,17.3796,GALAXY
23.63842,22.95625,21.17897,19.85459,19.26874,GALAXY
26.82097,21.61886,19.77679,19.03996,18.62911,GALAXY
22.73751,22.44877,20.55382,19.6469,19.15481,GALAXY
21.86431,21.27713,21.07891,21.01717,20.85524,GALAXY
25.4671,22.81388,20.9361,19.84629,19.42669,GALAXY
22.87678,21.90077,20.37949,19.58396,19.40381,GALAXY
21.26017,19.29855,18.06124,17.58877,17.31304,GALAXY
21.07755,18.92797,17.56673,17.00002,16.66378,GALAXY
25.76217,22.80178,21.01063,19.71524,19.08471,GALAXY
19.59979,18.5188,17.61159,17.13157,16.80102,GALAXY
22.05991,20.54761,20.23306,20.11994,19.94166,QSO
23.20907,21.35504,19.7497,19.14039,18.75457,GALAXY
19.77232,19.45799,19.39281,19.47812,19.29247,QSO
24.52053,20.63857,18.8375,18.21584,17.73107,GALAXY
25.57781,22.13008,20.35582,19.49228,18.99356,GALAXY
22.19018,20.88144,19.06547,18.38083,18.02035,GALAXY
20.49517,18.83853,17.52713,17.0031,16.63564,GALAXY
24.37709,21.45597,20.87991,20.68279,20.52292,QSO
21.31448,19.16545,17.94403,17.47019,17.09369,GALAXY
19.46064,18.01798,17.27701,16.90655,16.62107,GALAXY
21.41317,20.70829,20.68857,20.72352,20.73163,QSO
21.66352,19.86325,18.17948,17.56658,17.22288,GALAXY
18.92262,18.1958,17.66489,17.31527,17.16161,GALAXY
18.72481,17.26563,16.56178,16.15213,15.83851,GALAXY
21.78557,19.77348,18.53386,17.98396,17.62838,GALAXY
20.97052,20.53687,20.37244,20.39827,19.97477,QSO
18.40517,16.81934,15.96459,15.47362,15.09963,GALAXY
24.4368,22.29603,20.77139,19.74606,19.32315,GALAXY
15.92884,14.37688,13.57137,13.15894,12.8161,GALAXY
20.46535,18.5011,17.54725,17.10817,16.77327,GALAXY
20.86251,18.87932,17.7579,17.30283,17.00631,GALAXY
25.35122,23.51685,21.2415,20.16812,19.61742,GALAXY
23.47826,20.29125,18.55688,17.9602,17.52769,GALAXY
23.66452,22.73786,20.21434,19.12231,18.78901,GALAXY
18.0134,16.04613,15.17424,14.75155,14.43465,GALAXY
20.92531,19.31493,17.97016,17.39297,16.96876,GALAXY
22.98913,21.31281,19.74019,18.86233,18.40605,GALAXY
19.31272,17.47788,16.54646,16.11867,15.75811,GALAXY
21.0534,18.90913,17.55845,17.05922,16.72198,GALAXY
20.10298,18.28701,17.30716,16.89283,16.53938,GALAXY
23.37099,22.14038,20.45477,19.55037,18.901,GALAXY
22.36452,20.14374,18.5408,17.98508,17.63383,GALAXY
23.85084,22.6719,21.07926,19.96536,19.54858,GALAXY
19.52229,17.59114,16.69415,16.24965,15.92287,GALAXY
22.24409,21.14463,19.42967,18.74214,18.20355,GALAXY
19.4168,18.2181,17.42216,16.99936,16.7428,GALAXY
21.37733,20.53707,20.48551,20.33399,20.34162,QSO
25.43476,22.2545,20.56835,19.75461,19.44782,GALAXY
19.94618,18.21501,17.0402,16.45898,16.10807,GALAXY
22.38581,21.45487,20.287,19.34362,18.84806,GALAXY
19.80196,17.91513,16.9441,16.49914,16.16556,GALAXY
25.36181,22.12336,21.76192,21.65687,21.46709,QSO
23.03952,21.0744,19.30261,18.61011,18.12485,GALAXY
23.46479,21.56169,20.22213,19.3199,18.77438,QSO
24.0964,21.56362,19.84966,19.02395,18.71485,GALAXY
18.57585,16.65047,15.82595,15.43618,15.12991,GALAXY
18.94588,17.8695,17.22207,16.81784,16.58505,GALAXY
17.78219,16.44914,15.71512,15.29473,14.99918,GALAXY
18.14016,17.04743,16.52124,16.19601,16.06407,GALAXY
20.11436,18.12234,17.10045,16.63355,16.27437,GALAXY
22.94157,21.6299,21.61171,21.58148,21.39642,QSO
25.00802,21.74956,20.10077,19.28448,18.96808,GALAXY
18.49006,18.58725,18.53692,18.26779,18.12405,QSO
22.36693,20.7427,20.65099,20.68324,21.08089,QSO
23.26074,21.81179,19.92661,18.98316,18.60102,GALAXY
22.44109,20.40488,18.77438,17.99872,17.54324,GALAXY
21.48712,19.81023,18.28275,17.73776,17.36879,GALAXY
24.88094,22.92283,21.02804,19.86666,19.23661,GALAXY
24.32518,20.49075,18.49689,17.81061,17.4429,GALAXY
20.47892,19.70882,19.59081,19.5033,19.22367,QSO
22.12244,19.69277,18.18561,17.64666,17.28645,GALAXY
17.92425,15.88331,14.90637,14.40947,14.04501,GALAXY
24.93747,22.03618,21.46724,21.55676,21.00415,QSO
18.08453,16.84072,16.32236,16.01066,15.76161,GALAXY
24.10511,22.65257,21.18135,19.86033,19.24572,GALAXY
22.92556,20.66973,18.93188,18.319,17.83107,GALAXY
24.48413,21.83391,19.97956,19.03358,18.65879,GALAXY
19.43646,18.22408,17.71612,17.42438,17.19842,GALAXY
21.13345,20.50678,20.29649,20.35907,20.29942,QSO
21.12498,18.72658,17.6175,17.06823,16.53962,GALAXY
24.17576,21.35342,21.01578,20.98454,21.29724,QSO
26.45896,21.8905,20.20181,19.23585,18.68813,GALAXY
24.35239,22.94679,20.74493,19.56376,19.46074,GALAXY
25.55399,21.23321,19.45002,18.76377,18.36609,GALAXY
20.49659,18.53915,17.26114,16.77292,16.45949,GALAXY
20.38429,19.91363,19.66193,19.55607,19.2884,QSO
25.63987,21.20007,20.03805,19.0571,18.48657,GALAXY
23.07022,21.03566,19.18077,18.53178,18.22429,GALAXY
20.20518,18.43194,17.6704,17.26718,16.96196,GALAXY
24.35293,24.40624,21.1354,19.92533,19.68503,GALAXY
24.04688,22.39747,20.51942,19.61163,19.23168,GALAXY
24.47707,22.23372,20.45785,19.59283,19.03799,GALAXY
22.84455,21.95504,22.09647,21.85377,22.2542,QSO
19.29492,17.94466,17.21982,16.80904,16.51346,GALAXY
23.66472,20.59432,20.26451,20.09903,20.01736,QSO
25.22227,21.94548,20.12972,19.31719,18.96948,GALAXY
24.10832,21.61973,19.5069,18.8666,18.43803,GALAXY
19.61964,18.8199,17.92204,17.76076,17.19198,QSO
23.34452,21.34021,19.99507,19.11321,18.90057,GALAXY
18.23655,16.84549,16.19134,15.81237,15.58286,GALAXY
18.88238,17.5974,17.0657,16.70204,16.50428,GALAXY
26.6654,23.16642,21.29484,19.89719,19.47484,GALAXY
25.15572,22.70256,21.21849,19.85556,19.42951,GALAXY
22.64431,22.63208,20.83034,19.72821,18.97487,GALAXY
19.82269,17.96974,17.13614,16.74946,16.45751,GALAXY
25.40598,22.62155,21.23868,20.19524,19.73807,GALAXY
24.0548,21.90983,20.42376,19.58019,19.10723,GALAXY
19.93296,19.78817,19.85015,19.51957,19.61178,QSO
22.08049,19.96967,18.42879,17.86691,17.50912,GALAXY
22.68046,22.01083,20.0077,18.76397,18.23883,GALAXY
24.45125,22.03845,20.52763,19.7296,19.33389,GALAXY
24.46889,21.80454,21.45201,21.50044,21.47211,QSO
23.46392,21.88116,20.31254,19.50713,19.1412,GALAXY
20.55323,18.49968,17.39622,16.915,16.55413,GALAXY
18.85095,17.27445,16.44752,15.96626,15.63708,GALAXY
22.96109,22.43265,20.58067,19.39841,18.98453,GALAXY
23.54486,21.28801,21.12403,21.17276,21.63893,QSO
20.98917,18.83385,17.62941,17.12831,16.75182,GALAXY
20.1681,18.2127,17.22451,16.79239,16.41878,GALAXY
26.04542,22.48615,20.93315,19.95205,19.57132,GALAXY
26.76258,23.26998,21.16661,20.02051,19.38235,GALAXY
22.64323,20.8676,19.07437,18.46794,18.06848,GALAXY
19.56515,18.2909,17.49825,17.03576,16.72741,GALAXY
20.05403,19.97123,19.52405,19.43747,19.31966,QSO
23.72344,22.26407,20.76602,19.7973,19.47439,GALAXY
21.85437,21.10989,21.36282,21.1225,20.88063,QSO
18.8858,17.72011,17.07978,16.74906,16.52214,GALAXY
19.26518,18.93069,18.88168,18.6723,18.68888,QSO
24.48082,21.80745,20.36727,19.52872,19.11406,GALAXY
22.22441,19.89647,18.38663,17.77678,17.34556,GALAXY
19.00598,17.64024,16.97458,16.59992,16.42128,GALAXY
18.6227,16.51433,15.48944,15.05289,14.71105,GALAXY
19.96976,18.08467,17.10059,16.66755,16.29028,GALAXY
20.5004,18.79782,17.73913,17.21753,16.87183,GALAXY
18.9556,18.00718,17.61662,17.28078,17.20979,GALAXY
22.52671,20.82852,19.00554,18.32885,17.95055,GALAXY
22.5103,20.45683,20.24489,20.28284,20.12331,QSO
24.17385,22.07101,20.67999,20.43075,20.20123,QSO
19.87959,18.52623,18.00487,17.67503,17.49958,GALAXY
25.34091,22.53473,20.92769,19.91397,19.47667,GALAXY
24.47949,23.36858,20.7217,19.44989,19.20321,GALAXY
17.85876,15.98957,15.11928,14.70948,14.37826,GALAXY
20.16582,19.83003,19.46402,19.16939,19.23018,QSO
19.17871,18.28465,17.80439,17.50107,17.35211,GALAXY
22.73175,21.97498,19.89608,19.14676,18.59983,GALAXY
19.26427,17.86704,17.18902,16.83958,16.57296,GALAXY
19.11934,18.09639,17.76348,17.46557,17.37509,GALAXY
26.08342,21.98897,20.22567,19.34161,19.06836,GALAXY
24.61917,20.5911,18.89688,18.2199,17.82205,GALAXY
22.69248,21.95737,20.2761,19.3296,18.73286,GALAXY
24.4439,22.28218,20.67132,19.82826,19.45751,GALAXY
23.20249,22.4484,20.96988,19.72759,19.18756,GALAXY
22.16132,20.74194,19.03547,18.40509,18.03504,GALAXY
22.90353,21.59981,19.49093,18.81531,18.42763,GALAXY
25.88123,22.15372,20.70886,19.69921,19.43883,GALAXY
19.30763,18.14649,17.68883,17.36009,17.18863,GALAXY
20.19405,18.32794,17.26847,16.76108,16.40434,GALAXY
20.51986,19.04953,17.92768,17.36807,16.96353,GALAXY
19.0788,18.86542,18.61682,18.57551,18.58899,QSO
21.83142,21.71134,20.74906,19.79026,19.45156,GALAXY
26.20903,20.50154,18.81788,18.23374,17.81369,GALAXY
19.07528,18.92943,18.77205,18.74076,18.24404,QSO
18.84513,17.59746,17.11465,16.78993,16.56673,GALAXY
18.67015,16.61919,15.5815,15.12451,14.76615,GALAXY
18.36544,17.11633,16.53634,16.1656,15.9485,GALAXY
25.09729,21.86392,20.16896,19.28483,18.94185,GALAXY
24.44322,21.83762,20.65398,19.66726,19.19947,GALAXY
22.38619,21.68884,21.7224,21.7691,21.87219,QSO
21.732,19.33615,17.85145,17.25421,16.87629,GALAXY
23.7942,22.19893,21.02785,19.79532,19.41499,GALAXY
22.69668,22.43854,20.60896,19.66184,19.21858,GALAXY
24.92407,21.6722,19.83707,18.74243,18.06902,GALAXY
23.09554,22.33672,20.43914,19.46257,18.87221,GALAXY
24.80485,22.25278,20.4232,19.55848,18.98063,GALAXY
26.04815,22.01751,20.33412,19.37078,18.96552,GALAXY
23.90998,22.44479,21.21306,20.12945,19.89904,GALAXY
21.65656,20.83637,20.63507,20.55823,20.35266,QSO
22.55389,22.15214,22.18397,22.06947,21.7221,QSO
21.64079,18.93043,17.72282,17.12072,16.66129,GALAXY
22.76521,21.34,19.38285,18.78206,18.37481,GALAXY
19.7133,18.02036,17.00508,16.52123,16.15668,GALAXY
26.44051,23.21903,21.13738,19.99098,19.53191,GALAXY
24.07564,23.31764,21.20379,19.90317,19.63986,GALAXY
26.30057,22.69014,20.60793,19.56156,18.9602,GALAXY
18.35402,17.05123,16.71259,16.47257,16.46695,GALAXY
25.21124,21.80641,19.96191,19.03981,18.64488,GALAXY
24.15143,21.60375,19.82862,18.99395,18.66257,GALAXY
23.49858,22.16178,20.77173,19.84054,19.37486,GALAXY
21.86294,20.69697,20.43786,20.28165,20.11708,GALAXY
19.25049,17.28996,16.33399,15.88478,15.54445,GALAXY
22.78525,22.26209,20.64179,19.6954,19.17529,GALAXY
23.94023,20.76918,19.05553,18.37693,18.01275,GALAXY
25.76491,22.1745,20.5065,19.47628,18.94307,GALAXY
24.06351,21.51969,19.88306,18.97356,18.55136,GALAXY
18.5519,17.13562,16.4719,16.06514,15.75698,GALAXY
24.46244,22.53012,20.62664,19.54319,18.97916,GALAXY
24.72785,22.68464,20.79095,19.84965,19.55331,GALAXY
22.66805,21.29256,19.58426,18.75612,18.32721,GALAXY
22.78158,20.50583,19.28949,18.76802,18.46316,GALAXY
17.99121,16.68479,16.15915,15.88756,15.71922,GALAXY
20.01145,20.41318,20.9751,21.19569,20.85772,QSO
19.64577,18.28958,17.50758,17.11889,16.88063,GALAXY
19.09506,17.67251,16.95358,16.53604,16.22373,GALAXY
26.65869,22.01788,20.43748,19.47334,18.96031,GALAXY
21.0617,20.36602,20.28628,20.09103,19.93165,QSO
21.54277,20.51193,19.89473,19.51768,19.38603,GALAXY
22.49417,21.40765,19.61323,18.88005,18.39518,GALAXY
19.38438,18.16741,17.60054,17.25444,17.01856,GALAXY
24.68776,22.28699,20.63114,19.79847,19.46045,GALAXY
25.88613,19.97946,18.29933,17.68592,17.34088,GALAXY
20.69399,18.84552,17.53448,17.0375,16.68604,GALAXY
24.12733,22.19567,20.33882,19.40711,18.96113,GALAXY
25.75387,21.24969,20.57127,20.26207,20.05203,QSO
19.46177,18.25322,17.78983,17.5311,17.35356,GALAXY
24.79275,21.72097,20.03,19.23083,18.76594,GALAXY
22.63042,21.60645,21.57571,21.47659,21.21843,QSO
25.41622,21.67671,20.37362,19.15799,18.5285,GALAXY
25.72873,21.88856,20.14233,19.33621,19.09666,GALAXY
22.97129,22.44666,21.21921,19.89224,19.60038,GALAXY
22.19422,22.44388,20.76221,19.76211,19.29778,GALAXY
19.8429,19.46039,19.2447,19.01755,18.68346,QSO
24.39847,18.94039,17.71058,17.06924,17.53951,GALAXY
23.34524,22.57254,20.67759,19.42909,18.95193,GALAXY
20.40998,19.63369,19.06977,18.64379,18.64058,GALAXY
22.84311,22.18866,20.291,19.33996,18.91827,GALAXY
21.28282,18.43613,17.18344,16.72236,16.34929,GALAXY
23.68389,22.82251,21.02295,19.93062,19.57019,GALAXY
24.96211,22.90612,21.06542,20.03584,19.39483,GALAXY
22.72377,22.0274,22.10205,21.771,21.4237,QSO
24.45034,21.16455,19.45054,18.71858,18.27317,GALAXY
19.08345,18.1723,17.71311,17.44437,17.34919,GALAXY
20.22375,18.66124,17.81672,17.3375,17.04271,GALAXY
18.86044,17.07621,16.28204,15.87801,15.58686,GALAXY
23.79303,21.696,21.56461,21.75576,20.99886,QSO
23.10212,22.52147,20.89273,19.67496,19.31623,GALAXY
25.34801,21.84938,20.4716,19.20051,18.60967,GALAXY
24.92252,19.8831,18.4185,17.89202,17.52145,GALAXY
22.82523,21.46954,19.6313,18.63404,18.02975,GALAXY
25.84639,22.41953,20.59356,19.6233,19.18825,GALAXY
23.99994,21.70341,19.78892,18.93473,18.55899,GALAXY
19.24803,18.21612,17.89811,17.58249,17.51254,GALAXY
22.42936,22.30404,21.03648,19.95522,19.53045,GALAXY
25.6886,22.64651,20.6498,19.23233,18.68964,GALAXY
25.57475,21.41879,19.73266,18.81061,18.3517,GALAXY
22.93631,21.89262,20.12425,19.16793,18.6683,GALAXY
22.6138,20.44814,18.69078,18.08964,17.71724,GALAXY
19.48833,17.77457,16.72974,16.23551,15.89548,GALAXY
20.29816,18.18447,17.07637,16.57328,16.19899,GALAXY
20.02682,18.15199,17.12899,16.68136,16.34139,GALAXY
18.33691,18.11346,17.8093,17.65957,17.39959,QSO
19.81095,18.35322,17.49621,16.99333,16.66618,GALAXY
20.14165,18.03387,16.99386,16.51719,16.11167,GALAXY
19.41432,18.23658,17.54222,17.15655,16.95451,GALAXY
19.97716,18.13206,17.63832,17.21433,18.22037,GALAXY
21.61499,21.17714,21.10814,20.91099,20.90189,QSO
20.07984,18.26571,16.93772,16.36277,15.93075,GALAXY
26.86633,22.15052,20.3434,19.23407,18.81462,GALAXY
21.7333,20.5516,18.83859,18.14972,17.63412,GALAXY
19.37189,17.7569,17.05961,16.64977,16.36952,GALAXY
22.1069,19.38245,18.01283,17.43362,17.08785,GALAXY
17.60101,16.28217,15.72944,15.42932,15.24379,GALAXY
25.54311,22.54136,20.85455,19.69987,19.27569,GALAXY
24.18171,22.81968,21.1126,19.90632,19.23925,GALAXY
25.89525,20.10052,18.39125,17.71354,17.28379,GALAXY
20.49516,20.22472,20.21782,20.01509,20.32102,QSO
24.00677,22.19405,21.26746,20.26669,19.54528,GALAXY
24.26254,22.28452,21.93096,22.10669,21.91724,QSO
20.31122,20.10792,20.11144,19.78673,19.81008,QSO
23.48736,23.15843,20.64777,19.67626,19.10522,GALAXY
26.05652,23.01276,20.89891,19.79915,19.25095,GALAXY
19.68142,17.96875,17.03752,16.54851,16.13868,GALAXY
22.99104,22.15301,20.71763,19.76259,19.36756,GALAXY
22.97008,21.91058,21.06158,20.17337,19.71901,GALAXY
23.17714,22.97123,21.15978,20.20184,19.65318,GALAXY
23.89253,22.30865,20.60635,19.77726,19.40449,GALAXY
21.87743,21.38287,21.20754,21.14201,21.28899,QSO
22.82681,21.0055,19.14972,18.46263,18.04433,GALAXY
18.19246,17.15734,16.87467,16.64676,16.47897,GALAXY
21.82629,20.72491,18.86063,18.23675,17.78935,GALAXY
23.42818,24.33816,21.45203,20.1271,19.61051,GALAXY
20.8763,18.61482,17.64547,17.21599,16.82151,GALAXY
21.81671,19.19683,17.84043,17.29667,16.99881,GALAXY
26.06406,21.2482,19.4002,18.77101,18.38965,GALAXY
23.56712,21.58316,20.39286,19.63038,19.20221,GALAXY
22.60643,22.35383,21.26165,20.21406,19.92121,GALAXY
25.7141,22.18454,20.69448,19.73433,19.19748,GALAXY
18.19098,17.17838,16.78669,16.549,16.41051,GALAXY
20.20376,18.61321,17.72406,17.25109,16.91135,GALAXY
22.59743,21.57881,19.54561,18.72055,18.26935,GALAXY
26.77211,22.32216,20.32264,19.34011,18.82207,GALAXY
23.96589,21.49929,19.80418,18.90732,18.48655,GALAXY
25.11337,22.50346,20.6911,19.86182,19.53788,GALAXY
20.50147,18.35457,17.26374,16.75938,16.1457,GALAXY
23.88562,21.71888,19.91162,19.06333,18.58771,GALAXY
20.14887,19.76246,19.69451,19.44857,19.40337,GALAXY
24.03023,21.83496,20.50084,19.68157,19.16465,GALAXY
17.62411,16.04875,15.33769,14.97299,14.72211,GALAXY
21.99304,22.26416,20.89185,19.78507,19.20523,GALAXY
24.86316,20.70244,18.69036,18.14939,17.71889,GALAXY
23.22406,21.67692,20.21505,19.01692,18.46975,GALAXY
21.60964,20.80453,20.54706,20.30715,20.03431,QSO
23.49014,19.05587,18.43725,18.16058,18.11792,GALAXY
24.25699,20.62495,19.02717,18.33392,17.87134,GALAXY
18.1146,16.56163,15.76481,15.45884,15.18835,GALAXY
19.65524,18.3166,17.82326,17.5685,17.29473,GALAXY
24.78061,21.09846,19.25434,18.65453,18.27418,GALAXY
24.73826,22.04125,20.52117,19.04857,18.50521,GALAXY
18.65118,18.33131,17.89614,17.48249,17.40113,QSO
24.43283,22.63015,20.74626,19.7365,19.28358,GALAXY
19.34955,17.54203,16.63708,16.11755,15.75134,GALAXY
22.21246,21.77515,21.59848,21.72521,21.17758,QSO
22.8676,21.75534,19.91284,18.94355,18.47262,GALAXY
23.22144,22.37145,21.1842,20.18454,19.67875,GALAXY
23.68296,21.40953,19.4869,18.75258,18.29458,GALAXY
18.41437,16.64718,15.73495,15.23219,14.81856,GALAXY
20.59166,18.29922,17.28436,16.82128,16.47611,GALAXY
25.55371,22.14606,20.59727,19.63169,19.22279,GALAXY
19.12757,17.24237,16.35765,15.90777,15.59547,GALAXY
18.75592,16.7225,15.78651,15.32489,15.03316,GALAXY
22.53487,21.5095,19.77608,18.86968,18.34526,GALAXY
18.86038,18.60093,18.24197,18.00532,17.84221,QSO
18.67469,17.05361,16.60389,16.33314,16.11221,GALAXY
25.95674,22.49496,20.70174,19.59485,19.0842,GALAXY
19.59733,18.28571,17.66435,17.3369,17.1445,GALAXY
22.00649,21.43087,21.19128,21.2887,21.29888,QSO
26.85148,23.28962,20.68533,19.54477,19.15192,GALAXY
24.35283,22.80937,20.98278,19.73431,19.18375,GALAXY
24.13606,21.12384,20.041,19.32038,19.27968,GALAXY
